,threshold
4294930380592,1261.100624345087
4306630852918,2436.7363588132935
4383521454815,6975.495456429022
4393520897625,1097.238179356409
4396682467723,1807.480015434308
4427805710168,4491.214537964214
4440581794652,4330.320078287562
4457486401506,1283.499855609467
4464457352619,7410.667484188194
4471568287204,2554.9398527521857
4476840372112,2302.6654101980475
4481131401752,2946.7834446344004
4500002361389,1499.4661694434985
4505383113689,6052.642965713284
4538566639857,2114.8113543652053
4561546772499,4479.187227721828
4561892980175,1692.44724565445
4562827002127,3134.962641419777
4585132874641,3834.435129224729
4586260469584,2777.4350000625427
4593569795412,1470.68412149866
4598025465633,1334.027116701258
4600155880464,1916.298859712155
4601636330889,3600.4599605603144
4605902936394,1377.7476292812719
4613314721966,1373.3236304911125
4623560839669,5440.209227154624
4629125581019,1455.6557725397856
4640395708703,1925.7702815333164
4642894980163,2539.015420148792
4658117080136,5656.659601106853
4681699462969,3972.585081911272
4683638447911,971.6259931183724
4687263141103,3939.5252069340586
4745996322265,9917.218291546813
4748866581408,1151.4838944133587
4755696071492,4674.519953139794
4760122961662,1437.0618665314403
4783226709001,3431.511836765039
4788103653396,1992.906884135496
4806443445305,2021.6492061547278
4807552641361,3081.948650576724
4809701904914,1616.0335031206691
4844243189971,1354.676312089403
4862293128558,11180.187243499946
4900628639996,2603.7814014800533
4917226033950,1890.361366479333
4957924165498,1548.7885667433231
4975457191020,937.6023857142386
4981132848794,3708.070411692972
4988304376504,2378.6539614146986
4990494243023,4101.6068554916465
30011465039817,1978.8641736986608
30026790933302,662.1667438735747
30029052116970,2621.6436183679634
30030380240193,1235.3687899960046
30033162392091,1251.1285651371743
30042378430132,1037.8177976927573
30044330818990,1458.2900070610713
30074693890476,1873.9130660758685
30082025922891,2506.086935559077
30092964733035,2472.604770876544
30103132002433,1332.9759637494617
30118423745458,2056.993948420242
30131826429364,2576.668465115138
30135235368675,1327.444856558368
30143535920989,4763.404056088374
30143713661454,6965.350893132743
30150717898388,2681.4462381694384
30153452207526,1333.8178348665226
30175986190993,1314.269648758337
30181367542315,1421.9672008987418
30197398657930,1888.7779153381302
30199621383748,1682.3682963114716
30230540139182,1103.8912555391032
30234966027947,2249.6177049647085
30235268718158,13757.39953162747
30235438713303,3921.543893045588
30238755902988,3526.290578139002
30242921189660,2347.5102806215687
30248898834493,1264.3392782273231
30263540414123,1389.4021234050438
30266994494236,1467.3792450687947
30270432095985,2838.861579048711
30273037698427,1600.875424414055
30290551782700,4061.614194043566
30328384440870,2505.067641373231
30343344410970,11658.44221175342
30344654314976,3045.433521844523
30357372465631,1583.9594866222828
30360260465747,1616.8059196313043
30364087349027,1564.5781218148318
30371006069917,1300.7361103517699
30373802285317,1298.8146634331272
30376238035123,1730.894073631173
30404291151692,2005.9474891341204
30407675418785,9308.27329180509
30408301059761,36597.87409308234
30427035050508,1873.1020539288204
30428204673351,1220.6639753093368
30434173205605,5283.333179619063
30442439074871,2504.732541879186
30446018552504,2308.9864168419117
30487648872433,1519.0095108541625
30491348102802,
30499715231997,1295.8251912992794
30501624614310,6138.321168999351
30510856607165,
30518196150127,10248.305195984387
30518206766474,5479.293115540204
30541100351706,1483.9365883700912
30546453310167,6776.7654866789235
30551643947183,2091.019812834751
30560609640617,1849.7263058544922
30561214688470,3887.6400135419717
30570197515105,3043.766009861264
30596478689301,1251.0358991528105
36078114201167,2055.7548410116347
36153880429415,13509.723765009625
36192615525683,1904.530752103251
36360452125889,1549.6863172519993
36485887555770,1577.5459258012884
36581538659449,1274.0659551097197
36721445180895,2192.711019693451
36722699017270,1680.1659734093857
36890292963032,2220.1260664932647
36913587729122,2479.5290135364457
38014427445058,1903.8484614574004
38052002992326,2341.0994460197207
38057513087029,4458.350023146684
38199021865320,1473.5061511070053
38295635583927,2052.369572582511
38530489946071,2535.6911250250023
38534201672254,1395.9426383707057
38544312728630,937.5753286114516
38580485618059,982.3723461613198
38588538868506,3521.314145756799
38797410705641,1156.624961436674
38817501916673,1257.4322049170034
38859492057661,1640.1689641244866
38947654498698,2315.3230263947885
180011453250192,660.6555057456023
180014262259255,1697.0707616701293
180017442990269,1985.7372868799002
180018375329178,2012.7927878251098
180031190491743,2442.349910809322
180036456789979,3340.93023124332
180038493344495,1103.8399250984407
180040027502291,895.7993959689488
180040131978916,1542.7267659012923
180042946491150,3047.533225706251
180046165512893,1482.8439439303418
180046617132290,1596.6718469091907
180046765320457,1206.4883426004237
180047222886866,1983.7259130110106
180048185037117,1778.104395803257
180049032966888,901.6249025252406
180056173248083,4807.335962452533
180058696935600,1544.0026878268768
180064817343047,1400.5758360525576
180065479077096,1819.3173401897634
180067151859700,2513.7988562198952
180067784565096,1781.0673392354597
180068353086472,2303.988967262489
180069253480336,1837.2513956607233
180072527505094,2712.004360829603
180081032825079,1801.921014330466
180084576295055,1234.5000229499094
180084695172649,1935.5846526538444
180094419304907,2006.2896517385964
180094608895855,1448.641515185744
180097223252063,1321.6938424847074
213102873001603,3516.2932996115496
213107169859697,1877.7524302231136
213112402583773,8122.0364362760065
213113028819344,3064.838811603708
213113338379864,1254.5719061084562
213114122496591,1889.7003680894336
213120463918358,980.769994685936
213124978348176,1861.817072613961
213125815021702,2058.61716072942
213126662687660,3960.233764283569
213136802746375,2302.594726111118
213141712584544,1935.5644147411967
213148039875802,6794.95724107286
213153151785052,2907.6817957861126
213154573301411,1277.559394303707
213155997615567,1553.7629368250061
213156747557083,3990.046009118072
213157767990030,2265.10671509687
213161231269724,4656.793997394751
213161293389774,3591.888550396351
213161869125933,1963.043343719271
213163860545705,1437.7522421025183
213173753804333,1665.8040694534602
213174467670432,1374.2595002070707
213175487106448,1629.5685083282845
213178765398315,4573.827143887043
213178850083780,1306.262263452506
213180742685905,4398.042772812008
213186334552049,1402.6576632674082
213186551511454,1216.8198302699125
213186880359195,1162.7256682347006
213191402330021,2016.7939465309378
213193596103206,981.6969391892228
213195754007681,1475.3760090031724
213198837352314,1385.500257217016
213199865312311,1432.7091946787677
340103199302564,1411.4749593433698
340214844585279,1197.2897842023374
340951438290556,2225.349006739635
340953839692349,2266.230984501236
341283058448499,5712.671597912879
341542810616333,1161.327145881597
341546199006537,3096.4220545708677
342035762534413,1345.8699497560256
342319985983023,1342.5631033915784
342351256941125,1975.0871860171558
342360239917375,1401.5478544239272
342952484382519,9019.420488043805
343464013864032,5097.0629545463435
343472729187663,14921.721783516929
343668971234893,1749.841136572395
343746486082492,5129.2761821457025
343819048608995,3769.664811273147
344342339068828,1767.1159142102997
344709867813900,1557.6618599935919
345060451158891,1714.4447246200416
345225948700767,1386.1358978258236
345389171551808,1859.2905606097393
345832460465610,3601.5962935276752
345933964507467,3538.087894996029
346208242862904,4024.8458214984576
346243940647414,3349.2266621945632
346273234529002,2238.423670983654
347073228412010,1276.1618239998618
347612609554823,2166.2080424264427
348253506557335,1528.5099769284543
348379466427142,1773.3949099000465
348789608637806,1725.112356350649
349612764943496,1311.0681064242408
349813394357327,1383.6987659571062
370348764075623,1637.7462390710098
370612217861404,1956.9542198746863
370818583810103,4603.650218842738
370877495212014,1628.9093076861461
371009169330125,7637.004648672357
371034293500716,5271.865022479755
371226440126102,2444.7549198977104
371284100299909,2661.2166925069173
371284424780634,3339.0324334363895
371683116218417,1364.0349857458073
371985236239474,2226.9111294020404
372246459334925,1324.2987071891941
372382441451095,8034.715117425471
372509258176510,5666.575664746153
372520049757633,2575.4660174013143
373043435942726,1387.1085842599623
373213026644490,1467.017123678653
373905417449658,1926.870766034068
374125201044065,5129.772750035356
374238209524200,1201.9906272161988
374497717543058,4248.018821324476
374656033243756,5709.79682473054
374821819075109,1349.4249308045048
374930071163758,3042.1826955683905
375082648741747,2839.85568499012
375237305371366,1258.5641876172867
375248307838179,7684.530057475674
375534208663984,658.7505883081911
375623337201129,1279.786746003163
375767678113375,7971.256841523978
375848982312810,2047.9302050040326
375904527651269,3597.6764053581037
375974680629816,3616.9965189721797
376012912828093,3646.490990355653
376028110684021,879.7280540331171
376262134119629,1650.8964771365913
376445266762684,2880.60461795529
376656886990758,6927.869581237455
376944481517097,1240.663320519923
377026671291680,4632.376782859278
377113842678100,1623.9008740030936
377234009633447,1529.1485669748204
377264520876399,2006.8304584592493
377550167323848,1951.302833406387
377654590313960,1617.0861722385876
377834944388609,6121.503997893394
377895991033232,2174.3875738142387
377993105397617,5294.644860206552
378006354724784,737.6839482198552
378262805520186,1171.5213435829132
378278619832195,4169.477924951796
378858024506425,1691.312490700327
378904938837132,2285.908117185595
379141394109214,4189.438290852287
379897244598068,5378.794141463123
2222001896600109,1963.0097479248207
2222157926772399,3813.2764187859857
2224100459250597,1164.8194258303306
2227671554547514,1806.8218358417175
2229378226512508,658.435030476111
2229824890647120,1320.0349504368894
2231186809828225,3022.732228233372
2233882705243596,4998.058068721512
2235335206132667,1588.9250273761127
2235613922823698,4891.249660115229
2242542703101233,1691.4359749833325
2248348993063230,8383.403290937993
2248735346244816,1210.5309007808798
2252055259910912,930.4845125534362
2254799658404120,1362.6547431756862
2254917871818484,3504.814597498674
2256234701263057,1516.9539956797253
2260801330657968,2481.435809155206
2264937662466770,12061.554711842582
2266735643685262,5510.366471663979
2268221587779419,1280.5631656487458
2269768987945882,1793.931302495083
2274911989136158,2314.6335337767514
2280870154157385,3331.7707176614276
2283743876903625,2423.944148712001
2284059275940012,1519.0153510950963
2285066385084291,5246.081456755805
2286236465059468,8651.239391054649
2287277963630565,1153.23155580758
2288748891690227,1348.6428608846984
2288813824604479,2051.295709068627
2291163933867244,1890.4886726839768
2295963260374698,1176.8686141914434
2296006538441789,2146.4947461101924
2297447006766555,4194.152887827158
2305336922781618,6959.648236008446
2318062975163331,2466.339304916205
2348245054386329,2305.143850891899
2356276337669917,3972.3738399235262
2358122155477959,3394.3122637847923
2383461948823908,1259.3645163201868
2450829271795901,1607.8943471514604
2454076758463217,
2475085306462014,662.0028637143098
2512312531485080,1417.0300830962965
2576709887791552,8958.86995694018
2610529083834453,1543.659767952765
2657850734909997,1319.9356074857014
2703186189652095,2105.6261995480136
2706977570537524,1235.580421836211
2712209726293386,4723.810026307621
2713913904780408,1860.0257105764722
2716017661090253,1178.0327657360895
2719496466799416,3785.1511923581515
2720012583106919,996.2639146689897
2720433095629877,2937.6004891981875
2720830304681674,1668.290335713503
2720894374956739,1787.8779552245114
3500165543009955,2353.7746652209253
3500969075198072,1752.4363768954609
3501285649323933,1113.2620279853968
3501365119557234,4829.804307284785
3501509250702469,2320.602414772885
3501942333500073,3072.314313228621
3502088871723054,3589.3689078606385
3502377050801561,1745.7538842303686
3504178999463051,3482.1798729351303
3506040590383211,1290.0069840045312
3506042666828517,1476.829394875082
3506592072985012,11190.40976405764
3508104404056005,1753.8734513250085
3511058278399773,1902.774268779846
3511378610369890,4878.292783813576
3512365128314616,2301.0372221622497
3513285035244624,2099.9409651638925
3513506355699497,1980.3566262925806
3513618443244549,1653.3188852352152
3514865930894695,3022.901419621737
3514897282719543,2457.9759445190375
3517527805128735,4395.0927204200325
3517814635263522,1359.9869552718974
3518234918950662,1800.508490486772
3518669219150142,2722.7735837878263
3518758680062249,1614.811181178778
3519232971341141,1387.3576593379012
3519607465576254,4381.492303353926
3520550088202337,1449.825474438061
3521260686633367,1299.8872370945214
3521417320836166,1580.8448370998947
3521815216091574,1133.8631910457661
3523843138706408,2805.0225720237345
3523898249167098,3116.7201978798976
3524485462198080,1330.6095659069506
3524574586339330,2460.242952400235
3525590521269779,5316.782898355547
3525668150756629,1201.5897692275196
3526826139003047,1617.3677874002897
3527063666782582,
3527536963490470,2716.5556420856456
3528040995648998,1133.6067752788613
3528231451607350,2935.0106362994793
3528407217576457,1987.6168576147247
3529597810116815,1342.4130026289804
3529597930342630,2376.612282642502
3529788038921264,1076.5127540146298
3530503964418806,2371.2091528593883
3531129874770000,2124.547274694919
3531606252458308,1177.1062306909528
3533012926413100,5932.145116454545
3533177016567295,1278.5493300649978
3533742182628021,2227.375607795094
3533800906065217,2120.8406578539607
3534093764340240,1526.5077035611523
3534330126107879,629.8309107619531
3534718226968689,5947.045281357826
3535211949888417,1326.3595663163128
3535808924394848,622.9042484497677
3536818734263520,1278.4765330641085
3536918668124647,1989.6090544709082
3537797820923602,1660.783204656424
3538520143479972,1418.3840811090586
3540017235499519,1283.2858311186033
3540075240003197,3291.7371087660326
3540210836308425,1303.2244041880372
3540862542587229,1536.0940805695318
3541160328600277,1555.5988783202536
3541554378551366,2068.2346931647767
3541687240161491,1406.1628340958287
3542162746848552,1493.59864143722
3542826960473004,1194.3493659744597
3543299015720986,2439.394743873831
3543591270174051,3087.833635520692
3543885983111461,1235.391644884746
3544606805704278,1912.4434819841997
3545109339866548,3890.7536357543254
3545578418030657,1176.6877625276543
3546436741611231,1373.1643132385225
3546674063249004,1664.3932393680798
3546897637165774,8416.02055216584
3547336099599450,1236.6375314078853
3547560454237873,1702.2748297012042
3547574373318979,1937.3897529461356
3548710338694745,1275.9001368981503
3549202406645667,2425.2028204169437
3550554389581384,1289.3033984242006
3551217896304745,1903.3148781817276
3551512895305309,1715.0235377576482
3552581383553463,8102.594951577452
3553629419254918,2733.844072099533
3554818239968984,1269.4888172073315
3554849923339851,7904.977996425965
3556613125071656,5442.136427954826
3557442674264531,989.6843744171888
3558652751678952,2700.5071454043587
3558881852140592,1973.2312744535234
3559160581764413,1018.4027099408468
3559679414981506,2271.3963072347233
3559723917628303,1328.8188140871462
3560246577314524,1269.6805140938322
3560318482131952,1705.9935594557892
3560336828629935,
3560697798177746,4131.094691835082
3560725013359375,1949.4297923641975
3560797065840735,3656.8099305899877
3561212938177173,3908.336845592869
3561963695236764,1241.1085382920505
3562264947797243,1372.504891016395
3562679455732797,1354.2822965750397
3562793934111141,1796.6236556037588
3563837241599446,7257.452173425392
3564182536169293,3789.654913232079
3564839259330465,2628.9657660270695
3565196229855512,5753.638101488703
3565414434959494,1531.776611898772
3565423334076143,2476.1988939334315
3565943051129759,1321.3723538080114
3565996340207976,1356.7533820281258
3566094707272327,1583.5172539094715
3566373869538620,1637.9582568884189
3566875419572867,1350.1868437039052
3567527758368741,3910.5576604201606
3567697931646329,4306.130498165294
3567879740649740,3371.480663151374
3568255211412877,1746.767249509439
3568736585751727,948.9008306854196
3572976568630035,1514.606317389963
3573030041201292,4978.326498965003
3573386445588324,1771.9859291553907
3575540972310993,6507.356204389148
3575789281659026,3599.1820123011885
3576021480694169,2986.836148798382
3576144910346950,2457.968895861717
3576207763781753,1251.8538777423876
3576281490078437,
3576431665303017,1631.0115406158568
3576511691045060,1556.5341684633192
3577578023716568,7132.596780742589
3577596616955856,1232.2638284504144
3577663406369449,2068.5747161979807
3577794103155425,3432.26709292504
3579200383632826,726.9738712896839
3581130339108561,16485.918220933643
3582402971899057,1183.8821963880166
3582754887089201,3532.0280788053346
3583093681934489,1512.4018611653587
3583293909206278,1221.1242038581272
3583635130604947,2034.6382300589908
3583793405872580,3481.6633756686497
3585052663373890,16258.953380265826
3585740823295298,4504.080650272428
3586008444788268,4957.389360053878
3586955669388457,729.149531519642
3587044315915002,631.5633683312296
3587960728692500,1399.0236252543039
3589255887819806,4310.343334236964
3589289942931264,3513.422165265686
3590736522064285,2591.372968480778
3590946339258737,1503.071636664783
3591919803438423,5428.7629516165325
3592325941359225,1550.8382626641958
3592931352252641,15545.875964423993
3593118134380341,1744.144531286955
3593399694467427,1204.0796930270947
3595111028444131,1950.1760454366026
3595192916105588,3643.6423380452457
3596217206093829,2492.1353350914724
3596357274378601,3958.4055831002834
3597337756918966,1599.7966118041793
3597926034019603,2773.5321282971017
3597980945245815,1061.7632682994354
3598014571045296,2007.22649987847
3598215285024754,1887.3537956154419
3598304579370089,1841.4391156779925
3598634130286287,5240.725921878388
3598895972308782,5373.8042092186915
3599237318576484,1135.6630868747093
4003771737807706,2599.0004448494788
4003989662068504,7993.953777822537
4005676619255478,2197.0305367729907
4010002218955876,2433.4854091646575
4025612008285111,1730.5422143162898
4048508450704760,2085.66968674964
4060579726528237,2683.1692003521407
4067137330196900,4036.994611559612
4069975342931683,2700.0337623914575
4070511711385545,14769.619632121914
4099707841315751,8244.807574211514
4104312520615374,1967.4089292021085
4116554952971686,2024.7273213959143
4119762878330989,2561.628833740005
4124536010991657,1411.2025727898856
4128027264554082,2642.099291167061
4129767952109660,2306.052307711211
4134456652433447,1506.6257765014032
4147608975828480,2446.0734710432603
4149238353975790,1118.4673603405004
4155021259183870,2780.5116433851695
4157213332670159,1195.9333337839707
4158758517677931,3466.0612566785417
4158945090781624,3311.302549747235
4168696938629925,1210.0474953387277
4169759661243568,3372.936931572547
4170689372027579,3919.895281332298
4171397999167005,1404.0348523668792
4173950183554608,5248.315080004801
4178097073221156,2023.2439360814428
4179719215697782,1373.0250798660636
4191109180926792,1467.2851418566916
4195832462863385,1318.0227690085453
4204237326785494,1263.2181726171307
4225628813173670,1033.8166335300343
4228411452607671,1695.4497220481471
4229733778084049,3542.920610295201
4239552724014407,2167.964532983565
4254074738931278,3234.0169388470713
4260059589824237,1282.654457816312
4265776278887457,1659.1954910029513
4266200684857219,2416.1351814368086
4277232699798846,1922.3412228652878
4294040533480516,1626.7681801947783
4302475216404898,6387.643612843266
4302480582202074,5395.8226983752475
4306586894261180,7170.528797423482
4308156300921054,1402.704115110525
4318414072191879,1361.157612268592
4328928491302401,1903.928411147341
4334230547694630,6059.600889555742
4335531783520911,2999.1135713993626
4342532437704183,2887.4328924765923
4344955088481397,1224.7643323547627
4348786085525522,1293.0282944641122
4364010865167176,2812.9757214682695
4365382885912355,1175.4979970099153
4377338765909719,2399.834284579485
4378993458389626,7751.823781285732
4384910379661778,10240.259029793766
4412720572684931,6907.594468236801
4423489490781412,1575.8016033492704
4424338559877976,1949.3581587522744
4425161475596168,2129.6362281482006
4428154703770710,1114.6409716920875
4430881574719618,2956.9274778705426
4433091568498503,13730.762449317102
4446368897795790,1248.91057435914
4449530933957323,1252.0896055429153
4450831335606294,12155.445730303263
4451438912406400,1642.5310144986174
4451952084362894,1183.974474788537
4452366298769043,2997.6381427934775
4474324669797121,3674.4279834948406
4482427013979020,1606.2984257787462
4488941175228467,1295.5897303161366
4492491748959010,1298.8717246209048
4492677353108006,1419.107710404533
4501449508569485,1423.3877771434363
4509142395811241,4689.404237634819
4509922033272157,7763.691473726251
4514242065619750,1795.4856294779793
4518350514020532,1352.3680818322105
4550599031376731,1654.5877890418935
4555104582813474,1387.5390556747702
4561368699336875,2872.8086634721108
4570636521433188,1263.1434527030942
4575255480814133,1443.345525716683
4586810168620942,1640.5951343686925
4587577161160601,4491.845491308757
4607072969078276,9315.516571635384
4610050989831291,1230.1649738266028
4610064888664703,1298.3050095746542
4629451965224809,1622.7943282371689
4633065159406313,10659.76005847679
4634955908138648,11623.428040572584
4635330563105903,1511.4266188805182
4642255475285942,3882.206619302043
4651007077623147,1316.7253642511046
4653879239169997,3320.141576997091
4657269323674365,1371.2760533577275
4658490815480264,3375.700766483685
4669558618943766,1330.3561756389315
4670613943676271,1913.108398007063
4671727014157745,1401.0207445898313
4681601008538160,3665.826207028766
4682744518117239,1397.7409288984272
4683520018489354,5907.971784299814
4698163635895795,1337.5167328426774
4707867759656333,1767.1616400532503
4708992452821239,1529.607533697722
4710792708725663,3934.3510032855693
4713464490314802,
4716561796955522,2761.1422627363454
4725673654161314,1852.8753561358378
4727244663135968,4562.473974195606
4734310647841293,1513.0649668028134
4740713119940984,1168.2045631781828
4764202053279782,1282.971314816512
4767265376804500,1641.2675201461348
4777065439639721,1251.9508845899877
4789911625179723,1015.8540076518009
4800395067176717,4353.209291587335
4822367783500458,5799.390998995817
4824023901222438,958.5746298123626
4826655832045236,1722.2345392354664
4836998673805450,3749.5748444964865
4839043708100390,1259.2986068132834
4839615922685395,2597.9395282829214
4841313716651064,1266.8727688795439
4859525594182537,1663.8622544417835
4873783502705038,2890.677827653104
4874006077381178,1350.7348189434306
4874017206859125,2305.691041244133
4878364946692291,1252.1543929163445
4879265611163287,1461.1206268162407
4893092478075970,1437.3110663341988
4904681492230012,4016.0533165658817
4908846471916297,8354.094420324498
4914700582394237,1235.0994095781311
4917187576956394,2786.332337237712
4922710831011201,1417.2364531046946
4926376199189801,1541.4977673737048
4933461930348832,1921.6754920028707
4935858973307492,1062.9406321833615
4939976756738216,1415.5701789263117
4951647200979051,3019.730062795478
4952583804639909,1400.327840079286
4961003488432306,4346.217610786038
4969856774088583,6346.927172168022
4972228199573984,4212.110379303964
4979422371139333,24493.836100220815
4986925034905735,1942.158534387068
4996263498048679,2520.8039808170615
4997733566924489,2042.5381338956188
4998109455173950,1535.2250187092814
5104807169438134,1954.4645054157986
5127412150261034,1783.6209827321936
5130484058948421,1265.217635003954
5144043920225212,1355.1733582045536
5152054598359927,3265.062884168243
5154903938030655,2620.057457341553
5289285402893489,1923.8543978563073
5301645381939419,1517.9747834059392
5359543825610251,4063.709289168686
5388659976630693,1753.469090897591
5410056176712193,1433.2853545812702
5456712664803820,1728.8565390427468
5456776410929288,2393.4520614119383
5501083170975659,1758.7239477751318
5540636818935089,16628.54950817489
5559857416065248,7798.255484070645
5580563567307107,1501.935924801884
5596347693144598,5678.250250347517
6011099828110011,1096.7319851647715
6011104316292105,3872.905105705824
6011109736646996,2578.822636096417
6011148190095209,2008.2127502211638
6011149206456997,1379.0086809724012
6011197122270059,1254.4768603989348
6011231546538393,2222.1872087595734
6011252220172077,1097.4347061686103
6011305591981276,1527.2129975129328
6011329966782895,2209.174919291805
6011348830550197,2520.456856967281
6011360759745864,1426.4752602736976
6011366578560244,3285.1974547643367
6011367958204270,5137.785601119987
6011381817520024,1328.969629886597
6011382886333463,2527.280933326805
6011388901471808,8515.896785108245
6011393492413821,3220.23509324716
6011399591920186,3984.885815213559
6011438889172900,2105.6496439390503
6011477612335392,4371.644503097198
6011492816282597,1737.4601096906645
6011504998544485,2040.9948071981757
6011518448009279,1055.455611678791
6011542681743618,2161.06689977704
6011552879910390,1458.3832150511762
6011581063717667,1973.6112231295301
6011603272871604,1454.6897048326978
6011626928491360,1578.6319167885404
6011652924285713,5926.588536171102
6011679934075347,11996.28244015761
6011681934117244,1246.6746416911094
6011693194885790,4615.630410628591
6011706277606006,2000.4741741590003
6011724471098086,1317.157005328364
6011732631674654,1176.0037272021732
6011826317034777,1133.2283778848505
6011860238257910,2643.252798305374
6011893664860915,5157.872231581518
6011917798331152,2566.264413529233
6011934240159560,1304.2711360292242
6011935564104173,1261.7707273971441
6011948324228984,1348.4980823035498
6011999606625827,2345.1517390670397
6500249000784905,1247.934859512059
6501313409525696,1191.2363780517214
6502195877055606,1545.1728378645967
6506116513503136,1338.7881848944135
6506982560413523,1670.8006111617556
6511349151405438,3396.0165054516756
6515067575568369,2146.450569065475
6517217825320610,3617.158005488226
6517779374888867,1383.606600652205
6523180720198790,1477.843424692186
6524376634971418,1801.9778644683893
6526448584969862,2961.55784800349
6526777409109795,1533.3826281898855
6526955903501879,1684.8637071131275
6528911529051375,8125.700275043798
6534628260579800,3963.77481409705
6535328428560433,1554.6314214214326
6538441737335434,
6538891242532018,1584.005235229032
6539653032686894,2588.1402892722663
6540981358631302,1439.2017883890908
6544734391390261,2561.69421366792
6547670341037171,3750.9494872723362
6550399784335736,3158.3150326413097
6554245334757802,7644.838429532823
6564459919350820,1243.5642483129234
6569097840281287,1526.514069535972
6573561108825071,1414.330863500672
6577777028615915,1575.539923537628
6592074504369261,1146.9780735243994
6592243974328236,2641.924250300192
6592861994408652,1629.2357880437896
6593250708747804,1238.6447202124605
6593939509150446,1040.2534901374981
6595970453799027,4331.852813070724
6596735789587928,1951.271617264746
6597248210463122,1012.0878821165068
6597888193422452,4134.438969694765
4018105808392773675,8245.623686397843
4040099974063068803,1392.2994601294472
4044436772018844508,1629.7999596279253
4045036286570100739,3586.1391664510256
4063094974360571498,1518.65042169751
4089096483689733451,1609.7102794459965
4092452671396169678,1642.2666230347893
4102003771126577611,6191.594597854129
4110266553600176127,2625.9076513821533
4128730454058057622,3483.7151823470244
4162872756672112717,1476.871075071343
4180192513916047166,1530.953020992527
4181833256558613886,2191.1250779859074
4208110975550360171,1471.1021485273554
4209696857872688515,3435.364865481754
4210078554961359092,1889.5450014580106
4220495028289516646,1834.453237375556
4223708906367574214,1176.0840552638435
4225990116481262579,2027.0885331562372
4226219726886852999,2549.8055030765463
4243521033756702612,1173.7181704043605
4244953610136705533,601.4957484598282
4255397449664185994,5524.539677917843
4257110907449569602,1509.3295631773067
4292743669224718067,4823.273983513554
4292902571056973207,1371.3905157866182
4301028321766222513,1042.4517273143501
4311368326621416041,1393.5434012993635
4312133045694601139,2414.595487681926
4319584480204988982,1576.612571912292
4355790796238264643,2139.817041558493
4358137750029944984,4231.335073939722
4373370572092720777,1370.0556371994944
4379260813815979609,2682.541730486557
4390966588600992777,2765.760325829062
4400011257587661852,3187.776957037471
4410582919485061752,2840.072991259795
4426075337087318654,1325.3944909008449
4428780983793657331,1971.9890454530953
4457136361520330110,
4457732997086323466,1376.9713315536628
4462038234743679432,
4467456915153312231,1493.6504495617014
4469777115158234880,1547.887594092107
4477156602511939689,1917.6772809233971
4481172224716138389,1058.037173659364
4488258847705225890,3816.294241735929
